Fid,lat,lng,road_desc,zip,timeStamp,twp,addr,outcome_of_incident,traffic_status,traffic_occured_by,area_accident_occured,Label
172.217.11.10-10.42.0.151-443-46908-6,40.1126993,-75.1457304,EDGECOMB AVE & SYLVANIA AVE;  ABINGTON; Station 383; 2022-12-14 @ 07:40:33;,19038,14-12-22 7:40,ABINGTON,EDGECOMB AVE & SYLVANIA AVE,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
174.35.73.111-10.42.0.211-80-51171-6,40.1553619,-75.3019602,DEKALB PIKE & YOST RD; WHITPAIN; 2022-12-14 @ 07:44:19;,19422,14-12-22 7:44,WHITPAIN,DEKALB PIKE & YOST RD,Death,Medium,Vehicle with vehicle collision,Other,1
10.42.0.211-52.77.147.38-51018-80-6,40.0823492,-75.1613157,GREENWOOD AVE & LIMEKILN PIKE; CHELTENHAM; 2022-12-14 @ 07:47:46;,19095,14-12-22 7:47,CHELTENHAM,GREENWOOD AVE & LIMEKILN PIKE,Minor Injury,Medium,Collision with roadside objects,Other,0
172.217.2.106-10.42.0.211-443-50283-6,40.2443377,-75.5351488,JEFFERSON CT & PRESIDENTIAL DR;  LIMERICK; Station 324A; 2022-12-14 @ 07:51:04;,19468,14-12-22 7:51,LIMERICK,JEFFERSON CT & PRESIDENTIAL DR,Death,Medium,Vehicle with vehicle collision,Other,1
172.217.6.226-10.42.0.151-443-53485-6,40.0260863,-75.2667772,SUMMIT RD & ARDLEIGH RD; LOWER MERION; 2022-12-14 @ 07:53:22;,19072,14-12-22 7:53,LOWER MERION,SUMMIT RD & ARDLEIGH RD,Greviously Injured,High,Vehicle with vehicle collision,Other,2
10.42.0.211-23.208.168.108-34933-443-6,40.1405049,-75.3108737,GERMANTOWN PIKE & HANNAH AVE; EAST NORRITON; 2022-12-14 @ 07:55:52;,19401,14-12-22 7:55,EAST NORRITON,GERMANTOWN PIKE & HANNAH AVE,Minor Injury,Medium,Vehicle with vehicle collision, Industrial areas,0
10.42.0.211-23.194.180.131-57723-443-6,40.2031133,-75.2242714,N BETHLEHEM PIKE & LOWER STATE RD; LOWER GWYNEDD; 2022-12-14 @ 07:59:08;,19002,14-12-22 7:59,LOWER GWYNEDD,N BETHLEHEM PIKE & LOWER STATE RD,Minor Injury,High,Vehicle with vehicle collision, Industrial areas,0
172.217.12.129-10.42.0.211-443-59622-6,40.2948168,-75.537972,BIG RD & COLONIAL RD;  UPPER FREDERICK; Station 331; 2022-12-14 @ 08:02:46;,18074,14-12-22 8:02,UPPER FREDERICK,BIG RD & COLONIAL RD,Death,High,Collision with roadside objects, Church areas,1
10.42.0.211-10.42.0.1-52164-53-17,40.1397143,-75.2920735,SHEFFIELD DR & TOWNSHIP LINE RD; WHITPAIN; 2022-12-14 @ 08:05:00;,19422,14-12-22 8:05,WHITPAIN,SHEFFIELD DR & TOWNSHIP LINE RD,Greviously Injured,Medium,Vehicle with vehicle collision,Other,2
182.22.24.124-10.42.0.211-443-55195-6,40.1397143,-75.2920735,SHEFFIELD DR & TOWNSHIP LINE RD; WHITPAIN; 2022-12-14 @ 08:06:26;,19422,14-12-22 8:06,WHITPAIN,SHEFFIELD DR & TOWNSHIP LINE RD,Death,High,Vehicle with vehicle collision,Other,1
10.42.0.151-31.13.80.5-49920-443-6,40.0741083,-75.1583107,CHELTENHAM AVE & OGONTZ AVE; CHELTENHAM; 2022-12-14 @ 08:06:35;,19150,14-12-22 8:06,CHELTENHAM,CHELTENHAM AVE & OGONTZ AVE,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
10.42.0.211-34.226.49.184-51768-443-6,40.1423323,-75.2409988,MEADE RD & BUTLER PIKE;  WHITPAIN; Station 385; 2022-12-14 @ 08:18:43;,19002,14-12-22 8:18,WHITPAIN,MEADE RD & BUTLER PIKE,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
10.42.0.42-42.236.125.112-48507-80-6,40.1128563,-75.4239126,REID DR & WOODLAND LN;  LOWER PROVIDENCE; Station 322A; 2022-12-14 @ 08:19:21;,19403,14-12-22 8:19,LOWER PROVIDENCE,REID DR & WOODLAND LN,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
10.42.0.151-121.12.98.78-58830-80-6,40.1296143,-75.1129924,EDGE HILL RD & ROY AVE; ABINGTON; 2022-12-14 @ 08:19:15;,19001,14-12-22 8:19,ABINGTON,EDGE HILL RD & ROY AVE,Death,Medium,Vehicle with vehicle collision, Industrial areas,1
203.205.179.170-10.42.0.151-80-48210-6,40.2337131,-75.4636031,HIGHLAND MANOR DR & DEAD END;  PERKIOMEN; Station 331; 2022-12-14 @ 08:21:09;,,14-12-22 8:21,PERKIOMEN,HIGHLAND MANOR DR & DEAD END,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
172.217.6.238-10.42.0.151-443-49670-6,40.2890267,-75.3995896,MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2022-12-14 @ 08:23:16;,19438,14-12-22 8:23,LOWER SALFORD,MAIN ST & OLD SUMNEYTOWN PIKE,Death,High,Vehicle with vehicle collision,Other,1
10.42.0.211-31.13.71.3-50974-443-6,40.1199455,-75.3383214,DEKALB ST & E ELM ST; NORRISTOWN; 2022-12-14 @ 08:26:16;,19401,14-12-22 8:26,NORRISTOWN,DEKALB ST & E ELM ST,Greviously Injured,Medium,Vehicle with vehicle collision,Other,2
10.42.0.1-10.42.0.42-53-14668-17,40.1022557,-75.2028008,HAWS LN & FRASER RD;  SPRINGFIELD; Station 311; 2022-12-14 @ 08:34:41;,19038,14-12-22 8:34,SPRINGFIELD,HAWS LN & FRASER RD,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
172.217.10.106-10.42.0.151-443-38421-6,40.1136528,-75.2145431,BETHLEHEM PIKE & ARLINGHAM RD; WHITEMARSH; 2022-12-14 @ 08:33:18;,19031,14-12-22 8:33,WHITEMARSH,BETHLEHEM PIKE & ARLINGHAM RD,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
172.217.10.136-10.42.0.151-443-58087-6,40.3145677,-75.3400812,TELFORD PIKE & COWPATH RD;  FRANCONIA; Station 339; 2022-12-14 @ 08:36:20;,18964,14-12-22 8:36,FRANCONIA,TELFORD PIKE & COWPATH RD,Minor Injury,Medium,Collision with roadside objects,Residential areas,0
184.72.52.0-10.42.0.211-443-58725-6,40.0698321,-75.3162951,BLUEROUTE  & MATSONFORD RD UNDERPASS; WEST CONSHOHOCKEN; 2022-12-14 @ 08:40:00;,,14-12-22 8:40,WEST CONSHOHOCKEN,BLUEROUTE  & MATSONFORD RD UNDERPASS,Greviously Injured,High,Collision with roadside objects,Office areas,2
172.217.11.14-10.42.0.42-443-36537-17,39.990653,-75.249082,CITY AVE & MERION RD; LOWER MERION; 2022-12-14 @ 08:36:59;,19131,14-12-22 8:36,LOWER MERION,CITY AVE & MERION RD,Minor Injury,Medium,Collision with roadside objects, Church areas,0
180.149.136.194-10.42.0.42-443-42081-6,40.1020429,-75.3794049,VALLEY FORGE RD & KEEBLER RD;  UPPER MERION; Station 317; 2022-12-14 @ 08:43:48;,19406,14-12-22 8:43,UPPER MERION,VALLEY FORGE RD & KEEBLER RD,Death,High,Collision with pedestrians,Residential areas,1
180.149.136.194-10.42.0.211-443-60202-6,40.2286741,-75.296362,BROAD ST & ALLENTOWN RD;  UPPER GWYNEDD; Station 345B; 2022-12-14 @ 08:45:34;,19446,14-12-22 8:45,UPPER GWYNEDD,BROAD ST & ALLENTOWN RD,Minor Injury,High,Vehicle with vehicle collision,School areas,0
192.229.173.173-10.42.0.211-443-37571-6,40.1208723,-75.2877501,GERMANTOWN PIKE & RED ROWEN LN; PLYMOUTH; 2022-12-14 @ 08:44:46;,19462,14-12-22 8:44,PLYMOUTH,GERMANTOWN PIKE & RED ROWEN LN,Death,Medium,Vehicle with vehicle collision, Hospital areas,1
172.217.6.238-10.42.0.42-443-47708-6,40.3116295,-75.3310962,SUMMIT ST & COLONIAL AVE;  FRANCONIA; Station 339; 2022-12-14 @ 08:48:14;,18964,14-12-22 8:48,FRANCONIA,SUMMIT ST & COLONIAL AVE,Greviously Injured,High,Collision with pedestrians,Other,2
183.79.250.123-10.42.0.211-443-35981-6,40.2890267,-75.3995896,MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2022-12-14 @ 08:55:01;,19438,14-12-22 8:55,LOWER SALFORD,MAIN ST & OLD SUMNEYTOWN PIKE,Minor Injury,Medium,Vehicle with vehicle collision,School areas,0
182.22.24.124-10.42.0.211-443-38531-6,40.0685734,-75.325897,UNION HILL RD & CLIPPER RD;  WEST CONSHOHOCKEN; Station 313A; 2022-12-14 @ 08:53:00;,19428,14-12-22 8:53,WEST CONSHOHOCKEN,UNION HILL RD & CLIPPER RD,Minor Injury,High,Vehicle with vehicle collision,Other,0
205.204.101.182-10.42.0.211-443-49825-6,40.3026257,-75.2913028,BETHLEHEM PIKE & BERGEY RD; BUCKS COUNTY; 2022-12-14 @ 08:54:24;,19440,14-12-22 8:54,BUCKS COUNTY,BETHLEHEM PIKE & BERGEY RD,Death,High,Vehicle with vehicle collision, Industrial areas,1
10.42.0.211-10.42.0.1-27339-53-17,40.11646,-75.348685,MAIN ST & MARKLEY ST; NORRISTOWN; 2022-12-14 @ 08:54:05;,19401,14-12-22 8:54,NORRISTOWN,MAIN ST & MARKLEY ST,Greviously Injured,Medium,Vehicle with vehicle collision, Church areas,2
172.217.12.130-10.42.0.211-443-57487-6,40.1209496,-75.3494023,GEORGE ST & W BLACKBERRY ALY;  NORRISTOWN; Station 308A; 2022-12-14 @ 08:59:20;,19401,14-12-22 8:59,NORRISTOWN,GEORGE ST & W BLACKBERRY ALY,Death,High,Vehicle with vehicle collision,Office areas,1
10.42.0.211-31.13.65.1-54238-443-6,40.1723141,-75.4927278,TOWPATH  & RR OVERPASS;  UPPER PROVIDENCE; Station 3A85; 2022-12-14 @ 08:59:56;,,14-12-22 8:59,UPPER PROVIDENCE,TOWPATH  & RR OVERPASS,Minor Injury,High,Vehicle with vehicle collision,Other,0
10.42.0.211-10.42.0.1-64881-53-17,40.2299058,-75.4847898,S TOWNSHIP LINE RD & RAMP RT422 WB TO TOWNSHIP LINE RD; LIMERICK; 2022-12-14 @ 09:04:36;,,14-12-22 9:04,LIMERICK,S TOWNSHIP LINE RD & RAMP RT422 WB TO TOWNSHIP LINE RD,Greviously Injured,Medium,Collision with roadside objects,Office areas,2
207.253.122.41-10.42.0.42-80-60383-6,40.118983,-75.415897,MONROE BLVD & MADISON AVE;  LOWER PROVIDENCE; Station 322A; 2022-12-14 @ 09:06:52;,19403,14-12-22 9:06,LOWER PROVIDENCE,MONROE BLVD & MADISON AVE,Minor Injury,High,Collision with pedestrians,Office areas,0
10.42.0.211-35.186.239.179-55074-80-6,40.1324422,-75.2031093,W PENNSYLVANIA AVE & RAMP RT309 SB TO PENNSYLVANIA AVE; UPPER DUBLIN; 2022-12-14 @ 09:10:51;,,14-12-22 9:10,UPPER DUBLIN,W PENNSYLVANIA AVE & RAMP RT309 SB TO PENNSYLVANIA AVE,Death,High,Vehicle with vehicle collision,Office areas,1
10.42.0.151-52.84.134.181-54925-443-6,40.2379133,-75.290509,GREEN ST & W HANCOCK ST;  LANSDALE; Station 345B; 2022-12-14 @ 09:15:22;,19446,14-12-22 9:15,LANSDALE,GREEN ST & W HANCOCK ST,Minor Injury,Medium,Vehicle with vehicle collision,Residential areas,0
10.42.0.42-52.192.237.93-37606-443-6,40.2394356,-75.2362381,MEADOW CT & DEAD END;  MONTGOMERY; Station 345A; 2022-12-14 @ 09:18:27;,,14-12-22 9:18,MONTGOMERY,MEADOW CT & DEAD END,Death,High,Collision with roadside objects,Office areas,1
10.42.0.151-10.42.0.1-48762-53-17,40.2367704,-75.2885325,BROAD ST & E HANCOCK ST; LANSDALE; 2022-12-14 @ 09:20:00-Station:STA14;,19446,14-12-22 9:20,LANSDALE,BROAD ST & E HANCOCK ST,Greviously Injured,Medium,Vehicle with vehicle collision,Other,2
10.42.0.151-10.42.0.1-55303-53-17,40.2496205,-75.297324,WELSH RD & EDGEMONT AVE; TOWAMENCIN; 2022-12-14 @ 09:22:49-Station:STA76;,19446,14-12-22 9:22,TOWAMENCIN,WELSH RD & EDGEMONT AVE,Minor Injury,Medium,Vehicle with vehicle collision, Industrial areas,0
10.42.0.151-10.42.0.1-61223-53-17,40.1377148,-75.3216051,LAFAYETTE RD; EAST NORRITON; 2022-12-14 @ 09:21:33-Station:STA61;,19401,14-12-22 9:21,EAST NORRITON,LAFAYETTE RD,Greviously Injured,High,Vehicle with vehicle collision,Other,2
182.22.67.75-10.42.0.151-443-35636-6,40.1377148,-75.3216051,LAFAYETTE RD;  EAST NORRITON; Station 308; 2022-12-14 @ 09:21:37;,19401,14-12-22 9:21,EAST NORRITON,LAFAYETTE RD,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
10.42.0.151-50.22.240.169-50074-5222-6,40.2406635,-75.298767,WHITES RD & S MITCHELL AVE;  UPPER GWYNEDD; Station 345B; 2022-12-14 @ 09:24:12;,19446,14-12-22 9:24,UPPER GWYNEDD,WHITES RD & S MITCHELL AVE,Greviously Injured,Medium,Vehicle with vehicle collision,Office areas,2
220.243.235.201-10.42.0.42-80-52592-6,40.1442234,-75.252924,SKIPPACK PIKE & NARCISSA RD;  WHITPAIN; Station 385; 2022-12-14 @ 09:30:02;,19422,14-12-22 9:30,WHITPAIN,SKIPPACK PIKE & NARCISSA RD,Minor Injury,High,Vehicle with vehicle collision,,0
10.42.0.151-23.206.163.180-40754-443-6,40.1499194,-75.0424154,BARNSWALLOW LN & WARFIELD DR;  LOWER MORELAND; Station 355; 2022-12-14 @ 09:30:40;,19006,14-12-22 9:30,LOWER MORELAND,BARNSWALLOW LN & WARFIELD DR,Death,High,Vehicle with vehicle collision,Other,1
192.229.173.173-10.42.0.151-80-47344-6,40.0860099,-75.3871416,DEKALB PIKE & CROCKETT RD; UPPER MERION; 2022-12-14 @ 09:34:25;,19406,14-12-22 9:34,UPPER MERION,DEKALB PIKE & CROCKETT RD,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
10.42.0.211-77.234.44.200-39769-80-6,40.1007482,-75.2151078,WISSAHICKON AVE & ROSE LN;  SPRINGFIELD; Station 311; 2022-12-14 @ 09:39:15;,19031,14-12-22 9:39,SPRINGFIELD,WISSAHICKON AVE & ROSE LN,Death,High,Collision with roadside objects,Office areas,1
10.42.0.211-104.254.66.16-55891-80-6,40.121603,-75.351437,MARSHALL ST & HAWS AVE;  NORRISTOWN; Station 308A; 2022-12-14 @ 09:38:48;,19401,14-12-22 9:38,NORRISTOWN,MARSHALL ST & HAWS AVE,Greviously Injured,High,Collision with roadside objects,Office areas,2
10.42.0.211-64.71.142.95-52796-443-6,40.2060806,-75.2246178,N BETHLEHEM PIKE & WELSH RD; HORSHAM; 2022-12-14 @ 09:42:17;,19454,14-12-22 9:42,HORSHAM,N BETHLEHEM PIKE & WELSH RD,Minor Injury,Medium,Collision with roadside objects,Other,0
10.42.0.151-104.192.110.245-41599-443-6,40.1452231,-75.3186843,W GERMANTOWN PIKE & SWEDE RD; EAST NORRITON; 2022-12-14 @ 09:55:54;,19401,14-12-22 9:55,EAST NORRITON,W GERMANTOWN PIKE & SWEDE RD,Minor Injury,High,Vehicle with vehicle collision,Other,0
172.217.12.174-10.42.0.151-443-34144-6,40.1162623,-75.1247766,HIGHLAND AVE & SUSQUEHANNA RD; ABINGTON; 2022-12-14 @ 09:54:37;,19001,14-12-22 9:54,ABINGTON,HIGHLAND AVE & SUSQUEHANNA RD,Greviously Injured,Medium,Collision with pedestrians,  Recreational areas,2
182.22.24.124-10.42.0.211-443-38518-6,40.3145677,-75.3400812,TELFORD PIKE & COWPATH RD;  FRANCONIA; Station 339; 2022-12-14 @ 09:59:34;,18964,14-12-22 9:59,FRANCONIA,TELFORD PIKE & COWPATH RD,Minor Injury,Medium,Vehicle with vehicle collision, Church areas,0
10.42.0.211-10.42.0.1-6076-53-17,40.1160765,-75.343649,SWEDE ST & W AIRY ST; NORRISTOWN; 2022-12-14 @ 09:57:50;,19401,14-12-22 9:57,NORRISTOWN,SWEDE ST & W AIRY ST,Death,High,Collision with pedestrians,  Recreational areas,1
172.217.9.234-10.42.0.42-443-36575-6,40.2560369,-75.5927008,BUCHERT RD & LAUREL WAY;  LOWER POTTSGROVE; Station 329; 2022-12-14 @ 10:01:26;,19464,14-12-22 10:01,LOWER POTTSGROVE,BUCHERT RD & LAUREL WAY,Minor Injury,High,Vehicle with vehicle collision,School areas,0
10.42.0.211-36.110.210.167-35683-80-6,40.1385749,-75.3221698,SPRINGVIEW RD & LAFAYETTE RD;  EAST NORRITON; Station 308; 2022-12-14 @ 09:21:37;,19401,14-12-22 9:21,EAST NORRITON,SPRINGVIEW RD & LAFAYETTE RD,Death,Medium,Collision with pedestrians, Church areas,1
10.42.0.211-10.42.0.1-42925-53-17,40.1772723,-75.1061958,YORK RD & E MORELAND AVE; HATBORO; 2022-12-14 @ 10:04:56;,19040,14-12-22 10:04,HATBORO,YORK RD & E MORELAND AVE,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
10.42.0.211-23.23.129.231-45964-443-6,40.0332612,-75.3023712,MORRIS AVE & TWIN ARCH LN; LOWER MERION; 2022-12-14 @ 10:03:39;,19010,14-12-22 10:03,LOWER MERION,MORRIS AVE & TWIN ARCH LN,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
10.42.0.151-10.42.0.1-43082-53-17,40.1580933,-75.2291725,RAILROAD AVE & OAK ST;  WHITPAIN; Station 385; 2022-12-14 @ 10:08:08;,19002,14-12-22 10:08,WHITPAIN,RAILROAD AVE & OAK ST,Greviously Injured,Medium,Vehicle with vehicle collision,Other,2
174.36.210.41-10.42.0.42-443-53232-6,40.1160435,-75.1981152,RAMSEY RD & SURREY RD; SPRINGFIELD; 2022-12-14 @ 10:09:27;,19075,14-12-22 10:09,SPRINGFIELD,RAMSEY RD & SURREY RD,Minor Injury,High,Vehicle with vehicle collision,Other,0
10.42.0.211-10.42.0.1-64016-53-17,40.0355443,-75.3016394,WILLIAMSON RD & MORRIS AVE; LOWER MERION; 2022-12-14 @ 10:03:39;,19010,14-12-22 10:03,LOWER MERION,WILLIAMSON RD & MORRIS AVE,Greviously Injured,High,Vehicle with vehicle collision, Industrial areas,2
10.42.0.151-119.146.74.31-40319-443-6,40.0040432,-75.2432647,CHERRY BND & SYCAMORE AVE;  LOWER MERION; Station 313; 2022-12-14 @ 10:21:03;,19066,14-12-22 10:21,LOWER MERION,CHERRY BND & SYCAMORE AVE,Minor Injury,Medium,Vehicle with vehicle collision, Church areas,0
10.42.0.42-23.217.155.120-47356-80-6,40.1405049,-75.3108737,GERMANTOWN PIKE & HANNAH AVE;  EAST NORRITON; Station 308; 2022-12-14 @ 10:25:25;,19401,14-12-22 10:25,EAST NORRITON,GERMANTOWN PIKE & HANNAH AVE,Death,High,Vehicle with vehicle collision,Office areas,1
10.42.0.211-98.139.183.24-48645-80-6,40.0871206,-75.0937403,HUNTINGDON PIKE & PASADENA AVE;  ABINGTON; Station 382; 2022-12-14 @ 10:34:13;,19046,14-12-22 10:34,ABINGTON,HUNTINGDON PIKE & PASADENA AVE,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
172.217.10.68-10.42.0.151-443-43434-6,40.1009614,-75.3804709,KEEBLER RD & TULIP LN;  UPPER MERION; Station 317; 2022-12-14 @ 10:33:47;,19406,14-12-22 10:33,UPPER MERION,KEEBLER RD & TULIP LN,Death,High,Vehicle with vehicle collision,Office areas,1
10.42.0.211-23.23.242.24-49713-443-6,40.2453507,-75.6395261,KING ST & N WARREN ST;  POTTSTOWN; Station 329; 2022-12-14 @ 10:37:32;,19464,14-12-22 10:37,POTTSTOWN,KING ST & N WARREN ST,Greviously Injured,High,Vehicle with vehicle collision,Other,2
10.42.0.1-10.42.0.42-53-11387-17,40.0809133,-75.2026651,EVERGREEN AVE & STENTON AVE;  SPRINGFIELD; Station 311; 2022-12-14 @ 10:36:51;,19038,14-12-22 10:36,SPRINGFIELD,EVERGREEN AVE & STENTON AVE,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
8.0.6.4-8.6.0.1-0-0-0,40.1452231,-75.3186843,W GERMANTOWN PIKE & SWEDE RD; EAST NORRITON; 2022-12-14 @ 10:42:08;,19401,14-12-22 10:42,EAST NORRITON,W GERMANTOWN PIKE & SWEDE RD,Minor Injury,High,Vehicle with vehicle collision,Other,0
10.42.0.211-123.125.29.220-57824-80-6,40.1282883,-75.3225266,JOHNSON HWY & OLD ARCH RD; NORRISTOWN; 2022-12-14 @ 10:41:40-Station:STA27;,19401,14-12-22 10:41,NORRISTOWN,JOHNSON HWY & OLD ARCH RD,Death,Medium,Rollover, Industrial areas,1
10.42.0.151-10.42.0.1-3969-53-17,40.1060721,-75.3151442,E RIDGE PIKE & MANOR AVE; PLYMOUTH; 2022-12-14 @ 10:43:33;,19462,14-12-22 10:43,PLYMOUTH,E RIDGE PIKE & MANOR AVE,Greviously Injured,Medium,Collision with roadside objects,Residential areas,2
180.149.136.194-10.42.0.151-80-54091-6,40.1685378,-75.4982005,BLACK ROCK RD & S TRAPPE RD;  UPPER PROVIDENCE; Station 325; 2022-12-14 @ 10:56:58;,19468,14-12-22 10:56,UPPER PROVIDENCE,BLACK ROCK RD & S TRAPPE RD,Death,High,Vehicle with vehicle collision,Other,1
10.42.0.42-104.254.66.16-45748-80-6,40.1568468,-75.1019942,EASTON RD & RAMP RT611 SB TO I276; UPPER MORELAND; 2022-12-14 @ 11:02:45;,,14-12-22 11:02,UPPER MORELAND,EASTON RD & RAMP RT611 SB TO I276,Minor Injury,High,Vehicle with vehicle collision,Other,0
203.205.151.47-10.42.0.211-80-35368-6,40.1784322,-75.1931236,BUTLER PIKE & NORRISTOWN RD;  UPPER DUBLIN; Station 351; 2022-12-14 @ 11:05:29;,19002,14-12-22 11:05,UPPER DUBLIN,BUTLER PIKE & NORRISTOWN RD,Minor Injury,Medium,Vehicle with vehicle collision,Other,0
10.42.0.211-52.84.26.130-38043-443-6,40.222882,-75.3987889,PRISON RD & PIGGERY RD;  SKIPPACK; Station 336; 2022-12-14 @ 11:02:10;,,14-12-22 11:02,SKIPPACK,PRISON RD & PIGGERY RD,Greviously Injured,High,Collision with pedestrians,Other,2
172.217.10.142-10.42.0.151-443-32818-6,40.1150046,-75.0616535,WELSH RD & PACKARD AVE; LOWER MORELAND; 2022-12-14 @ 11:03:55;,19006,14-12-22 11:03,LOWER MORELAND,WELSH RD & PACKARD AVE,Minor Injury,High,Collision with pedestrians,Other,0
10.42.0.211-10.42.0.1-42651-53-17,40.2334153,-75.6540215,HANOVER ST & E SCHUYLKILL RD;  CHESTER COUNTY; Station 3A84; 2022-12-14 @ 11:07:17;,19465,14-12-22 11:07,CHESTER COUNTY,HANOVER ST & E SCHUYLKILL RD,Death,Medium,Vehicle with vehicle collision,Residential areas,1
192.229.173.173-10.42.0.42-80-49063-6,40.1033767,-75.4124499,VALLEY FORGE CIR & OLD VALLEY FORGE RD;  UPPER MERION; Station 317; 2022-12-14 @ 11:09:22;,19406,14-12-22 11:09,UPPER MERION,VALLEY FORGE CIR & OLD VALLEY FORGE RD,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
192.229.163.180-10.42.0.151-443-58360-6,40.1180645,-75.3071013,RIDGE PIKE & BELVOIR RD; PLYMOUTH; 2022-12-14 @ 11:09:30;,,14-12-22 11:09,PLYMOUTH,RIDGE PIKE & BELVOIR RD,Death,High,Collision with pedestrians,Office areas,1
10.42.0.211-54.192.38.154-41797-443-6,39.9801719,-75.2692932,CITY AVE & HAVERFORD AVE; LOWER MERION; 2022-12-14 @ 11:06:33;,19096,14-12-22 11:06,LOWER MERION,CITY AVE & HAVERFORD AVE,Greviously Injured,Medium,Collision with pedestrians,Other,2
10.42.0.151-23.9.107.127-55551-443-6,40.2801054,-75.3672022,YODER RD & RUTH RD; LOWER SALFORD; 2022-12-14 @ 11:07:40;,19438,14-12-22 11:07,LOWER SALFORD,YODER RD & RUTH RD,Minor Injury,High,Collision with pedestrians,Other,0
172.217.3.110-10.42.0.151-443-50636-6,40.0781228,-75.0888912,FOX ST & LONEY ST; ROCKLEDGE; 2022-12-14 @ 11:23:11-Station:STA9;,19046,14-12-22 11:23,ROCKLEDGE,FOX ST & LONEY ST,Greviously Injured,Medium,Vehicle with vehicle collision,Office areas,2
172.217.10.3-10.42.0.211-443-57921-6,40.2641128,-75.6194369,KAUFFMAN RD & CINDY DR; LOWER POTTSGROVE; 2022-12-14 @ 11:30:17-Station:STA59;,19464,14-12-22 11:30,LOWER POTTSGROVE,KAUFFMAN RD & CINDY DR,Minor Injury,Medium,Collision with roadside objects,Office areas,0
10.42.0.211-119.146.74.34-52901-80-6,40.0809133,-75.2026651,EVERGREEN AVE & STENTON AVE;  SPRINGFIELD; Station 311; 2022-12-14 @ 11:34:28;,19038,14-12-22 11:34,SPRINGFIELD,EVERGREEN AVE & STENTON AVE,Greviously Injured,High,Vehicle with vehicle collision,Other,2
184.86.36.20-10.42.0.151-443-33702-6,40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2022-12-14 @ 11:32:43;,19403,14-12-22 11:32,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,Minor Injury,High,Vehicle with vehicle collision,Other,0
10.42.0.151-104.193.88.109-49983-80-6,40.2250207,-75.5355165,KING WAY & CROWN POINTE DR;  LIMERICK; Station 324A; 2022-12-14 @ 11:31:40;,19468,14-12-22 11:31,LIMERICK,KING WAY & CROWN POINTE DR,Death,Medium,Collision with roadside objects,Residential areas,1
172.217.12.142-10.42.0.42-80-60198-6,40.1193402,-75.3617257,TYLER ST & HAMILTON ST;  NORRISTOWN; Station 308A; 2022-12-14 @ 11:41:07;,19401,14-12-22 11:41,NORRISTOWN,TYLER ST & HAMILTON ST,Minor Injury,High,Vehicle with vehicle collision,Other,0
180.149.153.68-10.42.0.211-80-45224-6,40.067533,-75.146564,CHELTENHAM AVE & PENROSE AVE; CHELTENHAM; 2022-12-14 @ 11:44:22;,19027,14-12-22 11:44,CHELTENHAM,CHELTENHAM AVE & PENROSE AVE,Death,High,Vehicle with vehicle collision,Office areas,1
10.42.0.1-10.42.0.42-53-23483-17,40.0238641,-75.3142199,MORRIS AVE & YARROW ST; LOWER MERION; 2022-12-14 @ 11:43:55;,19010,14-12-22 11:43,LOWER MERION,MORRIS AVE & YARROW ST,Greviously Injured,Medium,Vehicle with vehicle collision,Office areas,2
172.217.12.131-10.42.0.151-443-43181-6,40.0855923,-75.3912204,GULPH RD & KIRK AVE; UPPER MERION; 2022-12-14 @ 11:42:33;,19406,14-12-22 11:42,UPPER MERION,GULPH RD & KIRK AVE,Minor Injury,High,Vehicle with vehicle collision,Other,0
10.42.0.211-10.42.0.1-13636-53-17,40.073014,-75.131626,OLD YORK RD & SPRING AVE;  CHELTENHAM; Station 358; 2022-12-14 @ 11:51:12;,19027,14-12-22 11:51,CHELTENHAM,OLD YORK RD & SPRING AVE,Minor Injury,Medium,Collision with pedestrians,Other,0
172.217.9.238-10.42.0.151-443-55832-6,40.121497,-75.3399048,DARTMOUTH DR & DEAD END;  NORRISTOWN; Station 308A; 2022-12-14 @ 11:55:42;,,14-12-22 11:55,NORRISTOWN,DARTMOUTH DR & DEAD END,Death,Medium,Rollover,Other,1
